season,week,home_team,away_team,home_points,away_points,spread,neutral_site,venue,favorite,underdog,winner,underdog_win
2019,2,Montana State,Southeast Missouri State,38,17,0.0,False,Bobcat Stadium,Southeast Missouri State,Montana State,Montana State,1
2019,2,Texas Tech,UTEP,38,3,0.0,False,Jones AT&T Stadium,UTEP,Texas Tech,Texas Tech,1
2019,2,Weber State,Cal Poly,41,24,0.0,False,Stewart Stadium,Cal Poly,Weber State,Weber State,1
2019,2,Houston,Prairie View A&M,37,17,0.0,False,TDECU Stadium,Prairie View A&M,Houston,Houston,1
2019,2,North Carolina,Miami,28,25,0.0,False,Kenan Stadium,Miami,North Carolina,North Carolina,1
2019,2,Idaho,Central Washington,41,31,0.0,False,Kibbie Dome,Central Washington,Idaho,Idaho,1
2019,2,San José State,Tulsa,16,34,0.0,False,CEFCU Stadium,Tulsa,San José State,Tulsa,0
2019,2,Montana,North Alabama,61,17,0.0,False,Washington-Grizzly Stadium,North Alabama,Montana,Montana,1
2019,2,UNLV,Arkansas State,17,43,0.0,False,Sam Boyd Stadium,Arkansas State,UNLV,Arkansas State,0
2019,2,USC,Stanford,45,20,0.0,False,Los Angeles Memorial Coliseum,Stanford,USC,USC,1
2019,2,Fresno State,Minnesota,35,38,0.0,False,Valley Children's Stadium,Minnesota,Fresno State,Minnesota,0
2019,2,Washington,California,19,20,0.0,False,Husky Stadium,California,Washington,California,0
2019,2,Arizona,Northern Arizona,65,41,0.0,False,Arizona Stadium,Northern Arizona,Arizona,Arizona,1
2019,2,Hawai'i,Oregon State,31,28,0.0,False,Aloha Stadium,Oregon State,Hawai'i,Hawai'i,1
2019,3,Wake Forest,North Carolina,24,18,0.0,False,Allegacy Federal Credit Union Stadium,North Carolina,Wake Forest,Wake Forest,1
2019,3,Boston College,Kansas,24,48,0.0,False,"Alumni Stadium (Chestnut Hill, MA)",Kansas,Boston College,Kansas,0
2019,3,Houston,Washington State,24,31,0.0,True,NRG Stadium,Washington State,Houston,Washington State,0
2019,3,Virginia Tech,Furman,24,17,0.0,False,Lane Stadium,Furman,Virginia Tech,Virginia Tech,1
2019,3,Mississippi State,Kansas State,24,31,0.0,False,Davis Wade Stadium,Kansas State,Mississippi State,Kansas State,0
2019,3,Marist,Stetson,26,23,0.0,False,Leonidoff Field,Stetson,Marist,Marist,1
2019,3,St. Francis (PA),Merrimack,42,14,0.0,False,DeGol Field,Merrimack,St. Francis (PA),St. Francis (PA),1
2019,3,Tennessee,Chattanooga,45,0,0.0,False,Neyland Stadium,Chattanooga,Tennessee,Tennessee,1
2019,3,Penn State,Pittsburgh,17,10,0.0,False,Beaver Stadium,Pittsburgh,Penn State,Penn State,1
2019,3,Georgetown,Catholic,69,0,0.0,False,Cooper Field,Catholic,Georgetown,Georgetown,1
2019,3,Temple,Maryland,20,17,0.0,False,Lincoln Financial Field,Maryland,Temple,Temple,1
2019,3,Cincinnati,Miami (OH),35,13,0.0,False,Nippert Stadium,Miami (OH),Cincinnati,Cincinnati,1
2019,3,Indiana,Ohio State,10,51,0.0,False,"Memorial Stadium (Bloomington, IN)",Ohio State,Indiana,Ohio State,0
2019,3,Georgia,Arkansas State,55,0,0.0,False,Sanford Stadium,Arkansas State,Georgia,Georgia,1
2019,3,Illinois,Eastern Michigan,31,34,0.0,False,"Memorial Stadium (Champaign, IL)",Eastern Michigan,Illinois,Eastern Michigan,0
2019,3,West Virginia,NC State,44,27,0.0,False,Milan Puskar Stadium,NC State,West Virginia,West Virginia,1
2019,3,Georgia Tech,The Citadel,24,27,0.0,False,Bobby Dodd Stadium,The Citadel,Georgia Tech,The Citadel,0
2019,3,Lafayette,Sacred Heart,40,56,0.0,False,Fisher Field,Sacred Heart,Lafayette,Sacred Heart,0
2019,3,Indiana State,Eastern Kentucky,19,7,0.0,False,Memorial Stadium,Eastern Kentucky,Indiana State,Indiana State,1
2019,3,Delaware,North Dakota State,22,47,0.0,False,Delaware Stadium,North Dakota State,Delaware,North Dakota State,0
2019,3,Monmouth,UAlbany,38,35,0.0,False,Kessler Stadium,UAlbany,Monmouth,Monmouth,1
2019,3,Bryant,Fordham,14,29,0.0,False,Bulldog Stadium,Fordham,Bryant,Fordham,0
2019,3,Colorado,Air Force,23,30,0.0,False,Folsom Field,Air Force,Colorado,Air Force,0
2019,3,South Dakota State,Drake,38,10,0.0,False,Dana J. Dykhouse Stadium,Drake,South Dakota State,South Dakota State,1
2019,3,Ball State,Florida Atlantic,31,41,0.0,False,Scheumann Stadium,Florida Atlantic,Ball State,Florida Atlantic,0
2019,3,Valparaiso,Central Connecticut,13,42,0.0,False,Brown Field,Central Connecticut,Valparaiso,Central Connecticut,0
2019,3,Coastal Carolina,Norfolk State,46,7,0.0,False,Brooks Stadium (SC),Norfolk State,Coastal Carolina,Coastal Carolina,1
2019,3,Youngstown State,Duquesne,34,14,0.0,False,Stambaugh Stadium,Duquesne,Youngstown State,Youngstown State,1
2019,3,Notre Dame,New Mexico,66,14,0.0,False,Notre Dame Stadium,New Mexico,Notre Dame,Notre Dame,1
2019,3,Central Michigan,Akron,45,24,0.0,False,Kelly/Shorts Stadium,Akron,Central Michigan,Central Michigan,1
2019,3,Robert Morris,Dayton,31,34,0.0,False,Joe Walton Stadium,Dayton,Robert Morris,Dayton,0
2019,3,South Dakota,Houston Christian,52,53,0.0,False,DakotaDome,Houston Christian,South Dakota,Houston Christian,0
2019,3,Eastern Illinois,Illinois State,3,21,0.0,False,O'Brien Stadium,Illinois State,Eastern Illinois,Illinois State,0
2019,3,Western Carolina,North Greenville,20,17,0.0,False,E. J. Whitmire Stadium,North Greenville,Western Carolina,Western Carolina,1
2019,3,BYU,USC,30,27,0.0,False,LaVell Edwards Stadium,USC,BYU,BYU,1
2019,3,South Alabama,Memphis,6,42,0.0,False,Ladd Peebles Stadium,Memphis,South Alabama,Memphis,0
2019,3,Minnesota,Georgia Southern,35,32,0.0,False,Huntington Bank Stadium,Georgia Southern,Minnesota,Minnesota,1
2019,3,Navy,East Carolina,42,10,0.0,False,Navy-Marine Corps Memorial Stadium,East Carolina,Navy,Navy,1
2019,3,Northwestern,UNLV,30,14,0.0,False,Ryan Field,UNLV,Northwestern,Northwestern,1
2019,3,Tulsa,Oklahoma State,21,40,0.0,False,Chapman Stadium,Oklahoma State,Tulsa,Oklahoma State,0
2019,3,UTSA,Army,13,31,0.0,False,Alamodome,Army,UTSA,Army,0
2019,3,UCF,Stanford,45,27,0.0,False,FBC Mortgage Stadium,Stanford,UCF,UCF,1
2019,3,South Carolina,Alabama,23,47,0.0,False,Williams-Brice Stadium,Alabama,South Carolina,Alabama,0
2019,3,Miami,Bethune-Cookman,63,0,0.0,False,Hard Rock Stadium,Bethune-Cookman,Miami,Miami,1
2019,3,Western Kentucky,Louisville,21,38,0.0,True,Nissan Stadium,Louisville,Western Kentucky,Louisville,0
2019,3,Arkansas,Colorado State,55,34,0.0,False,Razorback Stadium,Colorado State,Arkansas,Arkansas,1
2019,3,Delaware State,Lincoln (PA),58,12,0.0,False,Alumni Stadium,Lincoln (PA),Delaware State,Delaware State,1
2019,3,James Madison,Morgan State,63,12,0.0,False,Bridgeforth Stadium,Morgan State,James Madison,James Madison,1
2019,3,Western Illinois,Montana State,14,23,0.0,False,Hanson Field,Montana State,Western Illinois,Montana State,0
2019,3,Michigan State,Arizona State,7,10,0.0,False,Spartan Stadium,Arizona State,Michigan State,Arizona State,0
2019,3,Jacksonville State,Eastern Washington,49,45,0.0,False,AmFirst Stadium,Eastern Washington,Jacksonville State,Jacksonville State,1
2019,3,Ole Miss,SE Louisiana,40,29,0.0,False,Vaught-Hemingway Stadium,SE Louisiana,Ole Miss,Ole Miss,1
2019,3,Iowa State,Iowa,17,18,0.0,False,Jack Trice Stadium,Iowa,Iowa State,Iowa,0
2019,3,Morehead State,Kentucky Christian,73,34,0.0,False,Jayne Stadium,Kentucky Christian,Morehead State,Morehead State,1
2019,3,Utah,Idaho State,31,0,0.0,False,Rice-Eccles Stadium,Idaho State,Utah,Utah,1
2019,3,Oregon State,Cal Poly,45,7,0.0,False,Reser Stadium,Cal Poly,Oregon State,Oregon State,1
2019,3,California,North Texas,23,17,0.0,False,California Memorial Stadium,North Texas,California,California,1
2019,3,Howard,Hampton,20,41,0.0,False,Soldier Field,Hampton,Howard,Hampton,0
2019,3,North Dakota,Sam Houston,27,23,0.0,False,Alerus Center,Sam Houston,North Dakota,North Dakota,1
2019,3,Bowling Green,Louisiana Tech,7,35,0.0,False,Doyt L. Perry Stadium,Louisiana Tech,Bowling Green,Louisiana Tech,0
2019,3,Wyoming,Idaho,21,16,0.0,False,War Memorial Stadium,Idaho,Wyoming,Wyoming,1
2019,3,South Florida,South Carolina State,55,16,0.0,False,Raymond James Stadium,South Carolina State,South Florida,South Florida,1
2019,3,Charlotte,Massachusetts,52,17,0.0,False,Jerry Richardson Stadium,Massachusetts,Charlotte,Charlotte,1
2019,3,Florida A&M,Fort Valley State,57,20,0.0,False,Bragg Memorial Stadium,Fort Valley State,Florida A&M,Florida A&M,1
2019,3,Butler,Taylor,14,17,0.0,False,Butler Bowl,Taylor,Butler,Taylor,0
2019,3,Troy,Southern Miss,42,47,0.0,False,Veterans Memorial Stadium (AL),Southern Miss,Troy,Southern Miss,0
2019,3,Liberty,Buffalo,35,17,0.0,False,Williams Stadium (VA),Buffalo,Liberty,Liberty,1
2019,3,Wofford,Samford,14,21,0.0,False,Gibbs Stadium,Samford,Wofford,Samford,0
2019,3,Alabama State,Kennesaw State,7,42,0.0,False,Hornet Stadium,Kennesaw State,Alabama State,Kennesaw State,0
2019,3,William & Mary,Colgate,38,10,0.0,False,Zable Stadium,Colgate,William & Mary,William & Mary,1
2019,3,Bucknell,Villanova,10,45,0.0,False,Christy Mathewson-Memorial Stadium,Villanova,Bucknell,Villanova,0
2019,3,Stony Brook,Wagner,26,10,0.0,False,Kenneth P. LaValle Stadium,Wagner,Stony Brook,Stony Brook,1
2019,3,Richmond,Elon,20,42,0.0,False,E. Claiborne Robins Stadium,Elon,Richmond,Elon,0
2019,3,Gardner-Webb,North Carolina Central,21,12,0.0,False,Ernest W. Spangler Stadium,North Carolina Central,Gardner-Webb,Gardner-Webb,1
2019,3,Charleston Southern,North Carolina A&T,21,27,0.0,False,Buccaneer Field,North Carolina A&T,Charleston Southern,North Carolina A&T,0
2019,3,Marshall,Ohio,33,31,0.0,False,Joan C. Edwards Stadium,Ohio,Marshall,Marshall,1
2019,3,Florida International,New Hampshire,30,17,0.0,False,FIU Stadium,New Hampshire,Florida International,Florida International,1
2019,3,Maine,Towson,23,45,0.0,False,Alfond Stadium,Towson,Maine,Towson,0
2019,3,Texas A&M,Lamar,62,3,0.0,False,Kyle Field,Lamar,Texas A&M,Texas A&M,1
2019,3,Nevada,Weber State,19,13,0.0,False,Mackay Stadium,Weber State,Nevada,Nevada,1
2019,3,Presbyterian,Jacksonville,20,30,0.0,False,Bailey Memorial Stadium,Jacksonville,Presbyterian,Jacksonville,0
2019,3,North Alabama,Alabama A&M,24,31,0.0,False,Braly Municipal Stadium,Alabama A&M,North Alabama,Alabama A&M,0
2019,3,Middle Tennessee,Duke,18,41,0.0,False,"Johnny ""Red"" Floyd Stadium",Duke,Middle Tennessee,Duke,0
2019,3,Tennessee Tech,UVA Wise,31,14,0.0,False,Tucker Stadium,UVA Wise,Tennessee Tech,Tennessee Tech,1
2019,3,Northern Arizona,Western New Mexico,55,21,0.0,False,Walkup Skydome,Western New Mexico,Northern Arizona,Northern Arizona,1
2019,3,SMU,Texas State,47,17,0.0,False,Gerald J. Ford Stadium,Texas State,SMU,SMU,1
2019,3,Western Michigan,Georgia State,57,10,0.0,False,Waldo Stadium,Georgia State,Western Michigan,Western Michigan,1
2019,3,Central Arkansas,Abilene Christian,31,30,0.0,False,Estes Stadium,Abilene Christian,Central Arkansas,Central Arkansas,1
2019,3,Prairie View A&M,Nicholls,35,42,0.0,False,Panther Stadium,Nicholls,Prairie View A&M,Nicholls,0
2019,3,McNeese,Alcorn State,17,14,0.0,False,Cowboy Stadium,Alcorn State,McNeese,McNeese,1
2019,3,Jackson State,Tennessee State,49,44,0.0,False,Simmons Bank Liberty Stadium,Tennessee State,Jackson State,Jackson State,1
2019,3,Mercer,Austin Peay,34,48,0.0,False,Five Star Stadium at the Moye Complex,Austin Peay,Mercer,Austin Peay,0
2019,3,Southern Illinois,UT Martin,28,14,0.0,False,Saluki Stadium,UT Martin,Southern Illinois,Southern Illinois,1
2019,3,Kentucky,Florida,21,29,0.0,False,Kroger Field,Florida,Kentucky,Florida,0
2019,3,Auburn,Kent State,55,16,0.0,False,Jordan-Hare Stadium,Kent State,Auburn,Auburn,1
2019,3,Davidson,West Virginia Wesleyan,41,0,0.0,False,Richardson Stadium,West Virginia Wesleyan,Davidson,Davidson,1
2019,3,Toledo,Murray State,45,0,0.0,False,Glass Bowl,Murray State,Toledo,Toledo,1
2019,3,Southern,Edward Waters,61,0,0.0,False,Ace W. Mumford Stadium,Edward Waters,Southern,Southern,1
2019,3,Arkansas-Pine Bluff,Langston University,53,15,0.0,False,Golden Lion Stadium,Langston University,Arkansas-Pine Bluff,Arkansas-Pine Bluff,1
2019,3,Washington,Hawai'i,52,20,0.0,False,Husky Stadium,Hawai'i,Washington,Washington,1
2019,3,LSU,Northwestern State,65,14,0.0,False,Tiger Stadium (LA),Northwestern State,LSU,LSU,1
2019,3,Syracuse,Clemson,6,41,0.0,False,JMA Wireless Dome,Clemson,Syracuse,Clemson,0
2019,3,Purdue,TCU,13,34,0.0,False,Ross-Ade Stadium,TCU,Purdue,TCU,0
2019,3,Missouri,Southeast Missouri State,50,0,0.0,False,Memorial Stadium,Southeast Missouri State,Missouri,Missouri,1
2019,3,Louisiana,Texas Southern,77,6,0.0,False,Cajun Field,Texas Southern,Louisiana,Louisiana,1
2019,3,Virginia,Florida State,31,24,0.0,False,Scott Stadium,Florida State,Virginia,Virginia,1
2019,3,Tulane,Missouri State,58,6,0.0,False,Yulman Stadium,Missouri State,Tulane,Tulane,1
2019,3,New Mexico State,San Diego State,10,31,0.0,False,Aggie Memorial Stadium,San Diego State,New Mexico State,San Diego State,0
2019,3,Nebraska,Northern Illinois,44,8,0.0,False,"Memorial Stadium (Lincoln, NE)",Northern Illinois,Nebraska,Nebraska,1
2019,3,UCLA,Oklahoma,14,48,0.0,False,Rose Bowl,Oklahoma,UCLA,Oklahoma,0
2019,3,Rice,Texas,13,48,0.0,True,NRG Stadium,Texas,Rice,Texas,0
2019,3,Southern Utah,Stephen F. Austin,45,38,0.0,False,Eccles Coliseum,Stephen F. Austin,Southern Utah,Southern Utah,1
2019,3,East Tennessee State,VMI,24,31,0.0,False,William B. Greene Jr. Stadium,VMI,East Tennessee State,VMI,0
2019,3,Sacramento State,Northern Colorado,50,0,0.0,False,Hornet Stadium,Northern Colorado,Sacramento State,Sacramento State,1
2019,3,UC Davis,Lehigh,41,13,0.0,False,Aggie Stadium,Lehigh,UC Davis,UC Davis,1
2019,3,Boise State,Portland State,45,10,0.0,False,Albertsons Stadium,Portland State,Boise State,Boise State,1
2019,3,Arizona,Texas Tech,28,14,0.0,False,Arizona Stadium,Texas Tech,Arizona,Arizona,1
2019,3,Oregon,Montana,35,3,0.0,False,Autzen Stadium,Montana,Oregon,Oregon,1
2019,4,Tulane,Houston,38,31,0.0,False,Yulman Stadium,Houston,Tulane,Tulane,1
2019,4,Louisiana Tech,Florida International,43,31,0.0,False,Joe Aillet Stadium,Florida International,Louisiana Tech,Louisiana Tech,1
2019,4,Boise State,Air Force,30,19,0.0,False,Albertsons Stadium,Air Force,Boise State,Boise State,1
2019,4,USC,Utah,30,23,0.0,False,Los Angeles Memorial Coliseum,Utah,USC,USC,1
2019,4,Rutgers,Boston College,16,30,0.0,False,High Point Solutions Stadium,Boston College,Rutgers,Boston College,0
2019,4,Indiana,UConn,38,3,0.0,False,"Memorial Stadium (Bloomington, IN)",UConn,Indiana,Indiana,1
2019,4,Wake Forest,Elon,49,7,0.0,False,Allegacy Federal Credit Union Stadium,Elon,Wake Forest,Wake Forest,1
2019,4,Alabama,Southern Miss,49,7,0.0,False,Bryant-Denny Stadium,Southern Miss,Alabama,Alabama,1
2019,4,Army,Morgan State,52,21,0.0,False,Michie Stadium,Morgan State,Army,Army,1
2019,4,Syracuse,Western Michigan,52,33,0.0,False,JMA Wireless Dome,Western Michigan,Syracuse,Syracuse,1
2019,4,Marist,Cornell,7,21,0.0,False,Leonidoff Field,Cornell,Marist,Cornell,0
2019,4,Florida,Tennessee,34,3,0.0,False,Ben Hill Griffin Stadium,Tennessee,Florida,Florida,1
2019,4,Ole Miss,California,20,28,0.0,False,Vaught-Hemingway Stadium,California,Ole Miss,California,0
2019,4,Colgate,Maine,21,35,0.0,False,Andy Kerr Stadium,Maine,Colgate,Maine,0
2019,4,Vanderbilt,LSU,38,66,0.0,False,FirstBank Stadium,LSU,Vanderbilt,LSU,0
2019,4,Wisconsin,Michigan,35,14,0.0,False,Camp Randall Stadium,Michigan,Wisconsin,Wisconsin,1
2019,4,Northwestern,Michigan State,10,31,0.0,False,Ryan Field,Michigan State,Northwestern,Michigan State,0
2019,4,Iowa State,UL Monroe,72,20,0.0,False,Jack Trice Stadium,UL Monroe,Iowa State,Iowa State,1
2019,4,Delaware,Pennsylvania,28,27,0.0,False,Delaware Stadium,Pennsylvania,Delaware,Delaware,1
2019,4,Yale,Holy Cross,23,10,0.0,False,Yale Bowl,Holy Cross,Yale,Yale,1
2019,4,Jacksonville,Dartmouth,6,35,0.0,False,D. B. Milne Field,Dartmouth,Jacksonville,Dartmouth,0
2019,4,Dayton,Duquesne,31,35,0.0,False,Welcome Stadium,Duquesne,Dayton,Duquesne,0
2019,4,Furman,Mercer,45,10,0.0,False,Paladin Stadium,Mercer,Furman,Furman,1
2019,4,Indiana State,Eastern Illinois,16,6,0.0,False,Memorial Stadium,Eastern Illinois,Indiana State,Indiana State,1
2019,4,Presbyterian,Eastern Kentucky,10,35,0.0,False,Bailey Memorial Stadium,Eastern Kentucky,Presbyterian,Eastern Kentucky,0
2019,4,St. Francis (PA),Columbia,14,31,0.0,False,DeGol Field,Columbia,St. Francis (PA),Columbia,0
2019,4,Long Island University,Sacred Heart,10,34,0.0,False,Bethpage Federal Credit Union Stadium,Sacred Heart,Long Island University,Sacred Heart,0
2019,4,Massachusetts,Coastal Carolina,28,62,0.0,False,Warren McGuirk Alumni Stadium,Coastal Carolina,Massachusetts,Coastal Carolina,0
2019,4,Merrimack,Mayville State,76,7,0.0,False,Duane Stadium,Mayville State,Merrimack,Merrimack,1
2019,4,VMI,Robert Morris,21,31,0.0,False,Alumni Memorial Field,Robert Morris,VMI,Robert Morris,0
2019,4,Bryant,Brown,30,35,0.0,False,Bulldog Stadium,Brown,Bryant,Brown,0
2019,4,Delaware State,Howard,9,24,0.0,False,Alumni Stadium,Howard,Delaware State,Howard,0
2019,4,Southeast Missouri State,West Virginia State,56,10,0.0,False,Houck Stadium,West Virginia State,Southeast Missouri State,Southeast Missouri State,1
2019,4,Ohio,Louisiana,25,45,0.0,False,Peden Stadium,Louisiana,Ohio,Louisiana,0
2019,4,Eastern Michigan,Central Connecticut,34,29,0.0,False,Rynearson Stadium,Central Connecticut,Eastern Michigan,Eastern Michigan,1
2019,4,Akron,Troy,7,35,0.0,False,InfoCision Stadium,Troy,Akron,Troy,0
2019,4,Montana State,Norfolk State,56,21,0.0,False,Bobcat Stadium,Norfolk State,Montana State,Montana State,1
2019,4,Missouri State,Kennesaw State,24,35,0.0,False,Plaster Sports Complex,Kennesaw State,Missouri State,Kennesaw State,0
2019,4,Tennessee State,Arkansas-Pine Bluff,31,37,0.0,False,Hale Stadium,Arkansas-Pine Bluff,Tennessee State,Arkansas-Pine Bluff,0
2019,4,Montana,Monmouth,47,27,0.0,False,Washington-Grizzly Stadium,Monmouth,Montana,Montana,1
2019,4,Idaho,Eastern Washington,35,27,0.0,False,Kibbie Dome,Eastern Washington,Idaho,Idaho,1
2019,4,UAB,South Alabama,35,3,0.0,False,Legion Field,South Alabama,UAB,UAB,1
2019,4,TCU,SMU,38,41,0.0,False,Amon G. Carter Stadium,SMU,TCU,SMU,0
2019,4,Ohio State,Miami (OH),76,5,0.0,False,Ohio Stadium,Miami (OH),Ohio State,Ohio State,1
2019,4,North Dakota State,UC Davis,27,16,0.0,False,Fargodome,UC Davis,North Dakota State,North Dakota State,1
2019,4,UAlbany,Lafayette,36,7,0.0,False,Bob Ford Field,Lafayette,UAlbany,UAlbany,1
2019,4,BYU,Washington,19,45,0.0,False,LaVell Edwards Stadium,Washington,BYU,Washington,0
2019,4,North Carolina,App State,31,34,0.0,False,Kenan Stadium,App State,North Carolina,App State,0
2019,4,Pittsburgh,UCF,35,34,0.0,False,Acrisure Stadium,UCF,Pittsburgh,Pittsburgh,1
2019,4,Tulsa,Wyoming,24,21,0.0,False,Chapman Stadium,Wyoming,Tulsa,Tulsa,1
2019,4,Florida State,Louisville,35,24,0.0,False,Doak Campbell Stadium,Louisville,Florida State,Florida State,1
2019,4,Buffalo,Temple,38,22,0.0,False,UB Stadium,Temple,Buffalo,Buffalo,1
2019,4,Kent State,Bowling Green,62,20,0.0,False,Dix Stadium,Bowling Green,Kent State,Kent State,1
2019,4,Texas A&M,Auburn,20,28,0.0,False,Kyle Field,Auburn,Texas A&M,Auburn,0
2019,4,North Carolina Central,Elizabeth City State,45,7,0.0,False,O'Kelly-Riddick Stadium,Elizabeth City State,North Carolina Central,North Carolina Central,1
2019,4,Miami,Central Michigan,17,12,0.0,False,Hard Rock Stadium,Central Michigan,Miami,Miami,1
2019,4,Truman State,Valparaiso,38,7,0.0,False,Stokes Stadium,Valparaiso,Truman State,Truman State,1
2019,4,Missouri,South Carolina,34,14,0.0,False,Memorial Stadium,South Carolina,Missouri,Missouri,1
2019,4,Mississippi State,Kentucky,28,13,0.0,False,Davis Wade Stadium,Kentucky,Mississippi State,Mississippi State,1
2019,4,Northern Colorado,South Dakota,6,14,0.0,False,Nottingham Field,South Dakota,Northern Colorado,South Dakota,0
2019,4,San Diego,Harvard,31,23,0.0,False,Torero Stadium,Harvard,San Diego,San Diego,1
2019,4,Western Illinois,Tennessee Tech,24,38,0.0,False,Hanson Field,Tennessee Tech,Western Illinois,Tennessee Tech,0
2019,4,Chattanooga,James Madison,14,37,0.0,False,Finley Stadium,James Madison,Chattanooga,James Madison,0
2019,4,Kansas,West Virginia,24,29,0.0,False,Memorial Stadium,West Virginia,Kansas,West Virginia,0
2019,4,New Mexico,New Mexico State,55,52,0.0,False,University Stadium (NM),New Mexico State,New Mexico,New Mexico,1
2019,4,Northern Iowa,Idaho State,13,6,0.0,False,UNI-Dome,Idaho State,Northern Iowa,Northern Iowa,1
2019,4,Princeton,Butler,49,7,0.0,False,Princeton University Stadium,Butler,Princeton,Princeton,1
2019,4,Portland State,Eastern Oregon,59,9,0.0,False,Hillsboro Stadium,Eastern Oregon,Portland State,Portland State,1
2019,4,Stetson,Western New England,59,28,0.0,False,Spec Martin Municipal Stadium,Western New England,Stetson,Stetson,1
2019,4,Florida Atlantic,Wagner,42,7,0.0,False,FAU Stadium,Wagner,Florida Atlantic,Florida Atlantic,1
2019,4,East Carolina,William & Mary,19,7,0.0,False,Dowdy-Ficklen Stadium,William & Mary,East Carolina,East Carolina,1
